NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS
1637,MAT-CSV-01795,,SEMEN JAKARTA,SAK,43000,TOKO BERKAT II,ACTIVE
1638,MAT-CSV-01797,,TALI AIR GYPSUM (3M),BATANG,25000,TOKO BERKAT II,ACTIVE
1639,MAT-CSV-01798,,ROMPI PROYEK (MERAH),PCS,55000,TOKO BERKAT II,ACTIVE
1640,MAT-CSV-01799,,U-DITCH 30x30x100,PCS,160000,CILEGON CONBLOCK,ACTIVE
1641,MAT-CSV-01800,,PAVING BLOCK 10.5 x 21 x 8,M2,90000,HOLLYWOOD CONBLOCK,ACTIVE
1642,MAT-CSV-01801,,PLAT BORDES 4MM,LEMBAR,2330000,SEMESTA GEMILANG CILEGON,ACTIVE
1643,MAT-CSV-01802,,HOLO 4x4,BATANG,31000,SEMESTA GEMILANG CILEGON,ACTIVE
1644,MAT-CSV-01803,,HOLO 4X2,BATANG,24500,SEMESTA GEMILANG CILEGON,ACTIVE
1645,MAT-CSV-01804,,COMPUND A PLUS,SAK,58000,SEMESTA GEMILANG CILEGON,ACTIVE
1646,MAT-CSV-01805,,"SKRUP GYPSUM 2,5",BOX,100000,SEMESTA GEMILANG CILEGON,ACTIVE
1647,MAT-CSV-01806,,PLAT HITAM CS 4'x8'x10mm,LEMBAR,3266200,SEMESTA GEMILANG CILEGON,ACTIVE
1648,MAT-CSV-01807,,BESI 12 POLOS,BATANG,114000,SEMESTA GEMILANG CILEGON,ACTIVE
1649,MAT-CSV-01808,,SIKU 50x50x5mm,BATANG,320000,SEMESTA GEMILANG CILEGON,ACTIVE
1650,MAT-CSV-01809,,CANAL BAJA RINGAN STIKER BIRU,BATANG,96000,SEMESTA GEMILANG CILEGON,ACTIVE
1651,MAT-CSV-01810,,PASIR LINGKAR,DUMP,1100000,PUTRA TERATE MANDIRI,ACTIVE
1652,MAT-CSV-01811,,ROCKWOOL 1m x 16m x 13mm (3 Roll),LOT,1586780,WOOLSTORE 07,ACTIVE
1653,MAT-CSV-01812,,PASIR CUCI,DUMP,1200000,PUTRA TERATE MANDIRI,ACTIVE
1654,MAT-CSV-01814,,NUT KRAMIK GREY,BKS,20000,TOKO BERKAT II,ACTIVE
1655,MAT-CSV-01815,,PAVING BLOCK TP 8,M2,106300,HOLYWOOD CONCRETE BLOCKS,ACTIVE
1656,MAT-CSV-01816,,CANSTEEN MELON STONE,PCS,53200,HOLYWOOD CONCRETE BLOCKS,ACTIVE
1657,MAT-CSV-01817,,60560,BATANG,229000,INDOMEGA ALUMUNIUM,ACTIVE
1658,MAT-CSV-01818,,60559,BATANG,254000,INDOMEGA ALUMUNIUM,ACTIVE
1659,MAT-CSV-01819,,60558,BATANG,238000,INDOMEGA ALUMUNIUM,ACTIVE
1660,MAT-CSV-01820,,554,BATANG,89000,INDOMEGA ALUMUNIUM,ACTIVE
1661,MAT-CSV-01821,,85748,BATANG,304000,INDOMEGA ALUMUNIUM,ACTIVE
1662,MAT-CSV-01822,,85701,BATANG,275000,INDOMEGA ALUMUNIUM,ACTIVE
1663,MAT-CSV-01823,,Y.GAG,SET,105000,INDOMEGA ALUMUNIUM,ACTIVE
1664,MAT-CSV-01824,,H. SLS,SET,62000,INDOMEGA ALUMUNIUM,ACTIVE
1665,MAT-CSV-01825,,MORRISE,SET,250000,INDOMEGA ALUMUNIUM,ACTIVE
1666,MAT-CSV-01826,,00/01/1900,SET,23000,INDOMEGA ALUMUNIUM,ACTIVE
1667,MAT-CSV-01827,,K. 0786,ROLL,55000,INDOMEGA ALUMUNIUM,ACTIVE
1668,MAT-CSV-01828,,K. 606,ROLL,46000,INDOMEGA ALUMUNIUM,ACTIVE
1669,MAT-CSV-01829,,SKRUP,PCS,145,INDOMEGA ALUMUNIUM,ACTIVE
1670,MAT-CSV-01830,,SKRUP,PCS,95,INDOMEGA ALUMUNIUM,ACTIVE
1671,MAT-CSV-01831,,5564,BATANG,48000,INDOMEGA ALUMUNIUM,ACTIVE
1672,MAT-CSV-01832,,FISCHER,SET,48000,INDOMEGA ALUMUNIUM,ACTIVE
1673,MAT-CSV-01833,,TEROT,BATANG,9000,INDOMEGA ALUMUNIUM,ACTIVE
1674,MAT-CSV-01834,,FISCHER,DUS,8000,INDOMEGA ALUMUNIUM,ACTIVE
1675,MAT-CSV-01835,,SKRUP,PCS,350,INDOMEGA ALUMUNIUM,ACTIVE
1676,MAT-CSV-01836,,KACA,LEMBAR,198000,INDOMEGA ALUMUNIUM,ACTIVE
1677,MAT-CSV-01837,,SILICON,BOTOL,21000,INDOMEGA ALUMUNIUM,ACTIVE
1678,MAT-CSV-01838,,KASO,IKAT,65000,TOKO BANGUNAN ROZIQ,ACTIVE
1679,MAT-CSV-01839,,PAKU 4,KG,18000,TOKO BANGUNAN ROZIQ,ACTIVE
1680,MAT-CSV-01840,,PAKU 7,KG,17000,TOKO BANGUNAN ROZIQ,ACTIVE
1681,MAT-CSV-01841,,ROSKAM,PCS,10000,TOKO BANGUNAN ROZIQ,ACTIVE
1682,MAT-CSV-01842,,UNP 80*45*6,BATANG,425000,TOKO BANGUNAN ROZIQ,ACTIVE
1683,MAT-CSV-01843,,SEWA VIBRO ROLLER,SHIFT,1500000,PUTRA TERATE MANDIRI,ACTIVE
1684,MAT-CSV-01844,,MOB DEMOB,LOT,2500000,PUTRA TERATE MANDIRI,ACTIVE
1685,MAT-CSV-01845,,"PIPA HITAM CS 1""x2.4/2.6mm",BATANG,166750,SEMESTA GEMILANG CILEGON,ACTIVE
1686,MAT-CSV-01846,,"PIPA HITAM CS 1�""x2.4/2.6mm",BATANG,214890,SEMESTA GEMILANG CILEGON,ACTIVE
1687,MAT-CSV-01847,,PLAT BORDES 4'x8'x4mm,LEMBAR,2519335,SEMESTA GEMILANG CILEGON,ACTIVE
1688,MAT-CSV-01848,,"ENGSEL BUBUT 1""",PCS,20000,MUTIARA INDAH,ACTIVE
1689,MAT-CSV-01849,,SEIV PRIMER 6610 GREY,GALON,210000,MUTIARA INDAH,ACTIVE
1690,MAT-CSV-01850,,SEIV FINISH BLUE PEACOK 480,GALON,275000,MUTIARA INDAH,ACTIVE
1691,MAT-CSV-01851,,FTALIT YELLOW LEMON 147,GALON,400000,MUTIARA INDAH,ACTIVE
1692,MAT-CSV-01852,,THINNER KW1,JRG,380000,MUTIARA INDAH,ACTIVE
1693,MAT-CSV-01853,,"MATA ROLL PINEHILL 4""",BOX,65000,MUTIARA INDAH,ACTIVE
1694,MAT-CSV-01854,,MATA BOR 5mm,PCS,55000,MUTIARA INDAH,ACTIVE
1695,MAT-CSV-01855,,"PAKU RIVET 4,8",BOX,155000,MUTIARA INDAH,ACTIVE
1696,MAT-CSV-01856,,"KUAS 2""",PCS,15000,MUTIARA INDAH,ACTIVE
1697,MAT-CSV-01857,,"ELBOW CS 1"" sch 20",PCS,15950,MUTIARA INDAH,ACTIVE
1698,MAT-CSV-01858,,"ELBOW CS 1�"" sch 20",PCS,21500,MUTIARA INDAH,ACTIVE
1699,MAT-CSV-01859,,0560,BATANG,195000,INDOMEGA ALUMUNIUM,ACTIVE
1700,MAT-CSV-01860,,"TF 4""",SET,20000,INDOMEGA ALUMUNIUM,ACTIVE
1701,MAT-CSV-01862,,"SKRUP GYPSUM 2,5",BOX,100000,INDOMEGA ALUMUNIUM,ACTIVE
1702,MAT-CSV-01864,,NUT KERAMIK GREY,PCS,22500,TOKO BERKAT II,ACTIVE
1703,MAT-CSV-01865,,ISI CUTTER,PACK,15000,TOKO BERKAT II,ACTIVE
1704,MAT-CSV-01866,,KAPE PLASTIK,PCS,8000,TOKO BERKAT II,ACTIVE
1705,MAT-CSV-01867,,BUANG PUING,LOT,250000,TOKO BERKAT II,ACTIVE
1706,MAT-CSV-01868,,MATA OBENG,PCS,15000,MITRA KUSUMA JAYA,ACTIVE
1707,MAT-CSV-01869,,METERAN 5M,PCS,35000,MITRA KUSUMA JAYA,ACTIVE
1708,MAT-CSV-01870,,SEMEN PADANG,SAK,45000,MITRA KUSUMA JAYA,ACTIVE
1709,MAT-CSV-01871,,SKRUP GYPSUM 6x1,BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1710,MAT-CSV-01872,,EMBER COR,PCS,10000,MITRA KUSUMA JAYA,ACTIVE
1711,MAT-CSV-01873,,"KAPE PLASTIK 5""",PCS,12000,MITRA KUSUMA JAYA,ACTIVE
1712,MAT-CSV-01874,,"KAPE PLASTIK 7""",PCS,15000,MITRA KUSUMA JAYA,ACTIVE
1713,MAT-CSV-01875,,GERGAJI BESI SUNDFLEX,PCS,17000,MITRA KUSUMA JAYA,ACTIVE
1714,MAT-CSV-01876,,ISI CUTTER,KOTAK,25000,MITRA KUSUMA JAYA,ACTIVE
1715,MAT-CSV-01877,,KAPE GAGANG KARET,PCS,12000,MITRA KUSUMA JAYA,ACTIVE
1716,MAT-CSV-01878,,ROLL CAT XANDER BESAR,PCS,25000,MITRA KUSUMA JAYA,ACTIVE
1717,MAT-CSV-01879,,"KAWAT LOKET 1/4""",M,15000,MITRA KUSUMA JAYA,ACTIVE
1718,MAT-CSV-01880,,"ENGSEL KODAI 4""",SET,40000,MITRA KUSUMA JAYA,ACTIVE
1719,MAT-CSV-01881,,PASIR,PICKUP,250000,MITRA KUSUMA JAYA,ACTIVE
1720,MAT-CSV-01882,,SEMEN PATRIOT,SAK,43000,MITRA KUSUMA JAYA,ACTIVE
1721,MAT-CSV-01883,,SENDOK SEMEN,PCS,15000,MITRA KUSUMA JAYA,ACTIVE
1722,MAT-CSV-01884,,BESKOS,DUMP,1100000,PUTRA TERATE MANDIRI,ACTIVE
1723,MAT-CSV-01885,,ABU BATU,DUMP,1100000,PUTRA TERATE MANDIRI,ACTIVE
1724,MAT-CSV-01886,,VINILEX PRO 1000,GLN,129000,MUTIARA INDAH,ACTIVE
1725,MAT-CSV-01887,,NUT KERAMIK GREY,BKS,30000,MUTIARA INDAH,ACTIVE
1726,MAT-CSV-01888,,SILICONE BLACK,PCS,26000,MUTIARA INDAH,ACTIVE
1727,MAT-CSV-01889,,SIKA TOP 107 4KG,GLN,150000,MUTIARA INDAH,ACTIVE
1728,MAT-CSV-01890,,UNP 150x75x5.5x6,BATANG,1209900,PT KARYABENTENG BARUSEMESTA,ACTIVE
1729,MAT-CSV-01891,,WF 150x75x12,BATANG,2442000,PT KARYABENTENG BARUSEMESTA,ACTIVE
1730,MAT-CSV-01892,,PLAT STRIP 100x6,BATANG,377400,PT KARYABENTENG BARUSEMESTA,ACTIVE
1731,MAT-CSV-01893,,SIKU CS 60x60x6,BATANG,382950,PT KARYABENTENG BARUSEMESTA,ACTIVE
1732,MAT-CSV-01894,,SIKU CS 50x50x5,BATANG,271950,PT KARYABENTENG BARUSEMESTA,ACTIVE
1733,MAT-CSV-01895,,HOLO HITAM CS 40x40x2x6,BATANG,196470,PT KARYABENTENG BARUSEMESTA,ACTIVE
1734,MAT-CSV-01896,,PLAT HITAM CS POLOS 4'x8'x2mm,LEMBAR,688200,PT KARYABENTENG BARUSEMESTA,ACTIVE
1735,MAT-CSV-01897,,CNP 150x35x6,BATANG,355200,PT KARYABENTENG BARUSEMESTA,ACTIVE
1736,MAT-CSV-01898,,BATU BELAH,DUMP,800000,PUTRA TERATE MANDIRI,ACTIVE
1737,MAT-CSV-01899,,PASIR CUCI,DUMP,900000,PUTRA TERATE MANDIRI,ACTIVE
1738,MAT-CSV-01900,,ABU BATU,DUMP,1000000,PUTRA TERATE MANDIRI,ACTIVE
1739,MAT-CSV-01901,,SEMEN RAJAWALI,SAK,45000,TB. RANI BERKAH,ACTIVE
1740,MAT-CSV-01902,,TRIPLEK 9mm,LEMBAR,100000,TB. RANI BERKAH,ACTIVE
1741,MAT-CSV-01903,,PAKU 5,KG,20000,TB. RANI BERKAH,ACTIVE
1742,MAT-CSV-01904,,PAKU 7,KG,20000,TB. RANI BERKAH,ACTIVE
1743,MAT-CSV-01905,,KASO 4x6 SENGON,BATANG,20000,TB. RANI BERKAH,ACTIVE
1744,MAT-CSV-01906,,KAWAT BENDRAT,KG,25000,TB. RANI BERKAH,ACTIVE
1745,MAT-CSV-01907,,WIREMESH M10,LEMBAR,954600,PT KARYABENTENG BARUSEMESTA,ACTIVE
1746,MAT-CSV-01908,,READY MIX CONCRETE,M3,850000,PT. SCG READYMIX INDONESIA (JAYAMIX),ACTIVE
1747,MAT-CSV-01911,,COMPUND A PLUS,SAK,60000,SEMESTA GEMILANG CILEGON,ACTIVE
1748,MAT-CSV-01912,,SKRUP GYPSUM 3 CM,BOX,100000,SEMESTA GEMILANG CILEGON,ACTIVE
1749,MAT-CSV-01913,,GYPSUM JAYABOARD 9MM,LEMBAR,65000,SEMESTA GEMILANG CILEGON,ACTIVE
1750,MAT-CSV-01914,,SEMEN SIKA 180 GA,SAK,130000,TB MUTIARA INDAH,ACTIVE
1751,MAT-CSV-01915,,SEMEN GERSIK,SAK,64000,TB MUTIARA INDAH,ACTIVE
1752,MAT-CSV-01916,,SHADOWLINE TALI AIR,BATANG,20250,TB MUTIARA INDAH,ACTIVE
1753,MAT-CSV-01917,,SIKA NUT KERAMIK GREY,BKS,15000,TB MUTIARA INDAH,ACTIVE
1754,MAT-CSV-01918,,PLASTIK COVER BARANG 2x9,SET,120000,TB MUTIARA INDAH,ACTIVE
1755,MAT-CSV-01919,,VIBRATOR HISAP UBIN GRANIT GETAR,UNIT,670000,TB MUTIARA INDAH,ACTIVE
1756,MAT-CSV-01920,,"TILE LEVELING 0,35",SET,161000,TB MUTIARA INDAH,ACTIVE
1757,MAT-CSV-01921,,GAGANG ROLL KECIL,PCS,25000,TB MUTIARA INDAH,ACTIVE
1758,MAT-CSV-01922,,KUAS 2 INCH,PCS,14000,TB MUTIARA INDAH,ACTIVE
1759,MAT-CSV-01923,,UNP 80x45x6,BATANG,399600,PT KARYABENTENG BARUSEMESTA,ACTIVE
1760,MAT-CSV-01924,,UNP 50x40x5,BATANG,249750,PT KARYABENTENG BARUSEMESTA,ACTIVE
1761,MAT-CSV-01926,,PACUL + GAGANG,SET,95000,MUTIARA INDAH,ACTIVE
1762,MAT-CSV-01927,,BLENCONG + GAGANG,SET,105000,MUTIARA INDAH,ACTIVE
1763,MAT-CSV-01928,,SENDOK BATA,PCS,15000,MUTIARA INDAH,ACTIVE
1764,MAT-CSV-01929,,EMBER COR KECIL,PCS,10000,MUTIARA INDAH,ACTIVE
1765,MAT-CSV-01930,,PENGKI TUKANG,PCS,15000,MUTIARA INDAH,ACTIVE
1766,MAT-CSV-01931,,BENANG TUKANG,ROLL,5000,MUTIARA INDAH,ACTIVE
1767,MAT-CSV-01932,,GOLOK,PCS,50000,MUTIARA INDAH,ACTIVE
1768,MAT-CSV-01933,,KASO 4x6,IKAT,210000,MUTIARA INDAH,ACTIVE
1769,MAT-CSV-01934,,TRIPLEK 5mm,LEMBAR,110000,MUTIARA INDAH,ACTIVE
1770,MAT-CSV-01935,,SEMEN JAKARTA,SAK,41000,MUTIARA INDAH,ACTIVE
1771,MAT-CSV-01936,,BESI 10 POLOS,BATANG,85000,MUTIARA INDAH,ACTIVE
1772,MAT-CSV-01937,,BESI 8,BATANG,55000,MUTIARA INDAH,ACTIVE
1773,MAT-CSV-01938,,KUNCI BESI 8,PCS,20000,MUTIARA INDAH,ACTIVE
1774,MAT-CSV-01939,,KUNCI BESI 10,PCS,20000,MUTIARA INDAH,ACTIVE
1775,MAT-CSV-01940,,KAWAT BENDRAT,KG,25000,MUTIARA INDAH,ACTIVE
1776,MAT-CSV-01941,,"SEWA EXA (JUMAT,SABTU,SELASA)",SHIFT,3500000,PUTRA TERATE MANDIRI,ACTIVE
1777,MAT-CSV-01942,,MOB DEMOB,LOT,2000000,PUTRA TERATE MANDIRI,ACTIVE
1778,MAT-CSV-01943,,PASIR,DUMP,900000,PUTRA TERATE MANDIRI,ACTIVE
1779,MAT-CSV-01944,,BATU BELAH,DUMP,850000,PUTRA TERATE MANDIRI,ACTIVE
1780,MAT-CSV-01945,,ABU BATU,DUMP,950000,PUTRA TERATE MANDIRI,ACTIVE
1781,MAT-CSV-01946,,URUGAN,DUMP,400000,PUTRA TERATE MANDIRI,ACTIVE
1782,MAT-CSV-01947,,SCAFOLDING FRAME 170,SET,415600,SCAFOLDING,ACTIVE
1783,MAT-CSV-01948,,UNP 50x40x5,BATANG,255750,SCAFOLDING,ACTIVE
1784,MAT-CSV-01949,,KANSTEN MELON TROTOAR FULL,PCS,53200,HOLYWOOD CONCRETE BLOCKS,ACTIVE
1785,MAT-CSV-01951,,KANSTEN MELON TROTOAR LUBANG,PCS,53200,HOLYWOOD CONCRETE BLOCKS,ACTIVE
1786,MAT-CSV-01952,,BESI ULIR 16mm,BATANG,195000,SEMESTA GEMILANG CILEGON,ACTIVE
1787,MAT-CSV-01953,,BESI ULIR 13mm,BATANG,129000,SEMESTA GEMILANG CILEGON,ACTIVE
1788,MAT-CSV-01954,,BESI POLOS 10mm,BATANG,78000,SEMESTA GEMILANG CILEGON,ACTIVE
1789,MAT-CSV-01955,,AMPLAS AA 150,M,4000,MITRA KUSUMA JAYA,ACTIVE
1790,MAT-CSV-01956,,"KUAS 3""",PCS,10000,MITRA KUSUMA JAYA,ACTIVE
1791,MAT-CSV-01957,,ROLL CAT BESAR,PCS,25000,MITRA KUSUMA JAYA,ACTIVE
1792,MAT-CSV-01958,,GERGAJI HEBEL,PCS,50000,MITRA KUSUMA JAYA,ACTIVE
1793,MAT-CSV-01960,,"PIPA PVC 2"" D",BATANG,65000,MITRA KUSUMA JAYA,ACTIVE
1794,MAT-CSV-01961,,"ELBOW PVC 2"" D",PCS,10000,MITRA KUSUMA JAYA,ACTIVE
1795,MAT-CSV-01962,,"TEE 2""",PCS,10000,MITRA KUSUMA JAYA,ACTIVE
1796,MAT-CSV-01963,,SCRUP,DUS,48000,MITRA KUSUMA JAYA,ACTIVE
1797,MAT-CSV-01965,,GUNTING BAJA RINGAN,PCS,55000,MITRA KUSUMA JAYA,ACTIVE
1798,MAT-CSV-01966,,PAKU BETON 7,DUS,45000,MITRA KUSUMA JAYA,ACTIVE
1799,MAT-CSV-01967,,BENANG NYLON 50M,ROLL,10000,MITRA KUSUMA JAYA,ACTIVE
1800,MAT-CSV-01968,,29 GALON AIR,LOT,378000,MITRA KUSUMA JAYA,ACTIVE
1801,MAT-CSV-01969,,KASO 5x7,BATANG,35000,TB. RANI BERKAH,ACTIVE
1802,MAT-CSV-01970,,BENANG TUKANG,ROLL,5000,TB. RANI BERKAH,ACTIVE
1803,MAT-CSV-01971,,PAKU 10,KG,20000,TB. RANI BERKAH,ACTIVE
1804,MAT-CSV-01973,,PAKU 4,KG,22000,TB. RANI BERKAH,ACTIVE
1805,MAT-CSV-01974,,BATU SPLIT,PICKUP,300000,TB. RANI BERKAH,ACTIVE
1806,MAT-CSV-01975,,PLASTIK COR,ROLL,121000,TB. RANI BERKAH,ACTIVE
1807,MAT-CSV-01977,,NPN 1989D,GLN,135000,DUNIA BARU,ACTIVE
1808,MAT-CSV-01978,,NPOW 1001P,PAIL,570000,DUNIA BARU,ACTIVE
1809,MAT-CSV-01979,,CAT DASAR TEMBOK,PAIL,670000,DUNIA BARU,ACTIVE
1810,MAT-CSV-01980,,MOWILEX EXTERIOR WHEATERCOAT WHITE L501,PAIL,2570000,DUNIA BARU,ACTIVE
1811,MAT-CSV-01982,,"PIPA HITAM CS 1""x2,5mm",BATANG,166750,SEMESTA GEMILANG CILEGON,ACTIVE
1812,MAT-CSV-01983,,"PIPA HITAM CS 1�""x2,5mm",BATANG,214890,SEMESTA GEMILANG CILEGON,ACTIVE
1813,MAT-CSV-01984,,PLAT BORDES 4mm,LEMBAR,2519335,SEMESTA GEMILANG CILEGON,ACTIVE
1814,MAT-CSV-01985,,LINGGIS BESAR,PCS,60000,TB PACIFIC 2,ACTIVE
1815,MAT-CSV-01986,,TRIPLEK 9MM,LEMBAR,85000,TB PACIFIC 2,ACTIVE
1816,MAT-CSV-01987,,KASO 4x6,BATANG,22000,TB PACIFIC 2,ACTIVE
1817,MAT-CSV-01988,,PAKU 7,KG,20000,TB PACIFIC 2,ACTIVE
1818,MAT-CSV-01989,,BESI 8,BATANG,44000,TB PACIFIC 2,ACTIVE
1819,MAT-CSV-01990,,LOT BANDUL,BATANG,30000,TB PACIFIC 2,ACTIVE
1820,MAT-CSV-01992,,BENANG TUKANG,ROLL,10000,TB PACIFIC 2,ACTIVE
1821,MAT-CSV-01993,,MOBIL ROLLER VIBRO,SHIFT,2000000,PUTRA TERATE MANDIRI,ACTIVE
1822,MAT-CSV-01995,,FTALIT BLACK DOFF,KG,90000,DEPO CAT WARNASARI,ACTIVE
1823,MAT-CSV-01996,,ROLL CAT ETERNA,PCS,25000,DEPO CAT WARNASARI,ACTIVE
1824,MAT-CSV-01997,,"KUAS 1�"" ETERNA",PCS,7000,DEPO CAT WARNASARI,ACTIVE
1825,MAT-CSV-01998,,METERAN SOLIGEN 5M,M,35000,DEPO CAT WARNASARI,ACTIVE
1826,MAT-CSV-01999,,BENSIN MOBIL,LOT,100000,DEPO CAT WARNASARI,ACTIVE
1827,MAT-CSV-02000,,"KUSEN 23,3",LOT,5575000,AHMAD ALUMUNIUM,ACTIVE
1828,MAT-CSV-02001,,"KACA 10,877",LOT,11964700,AHMAD ALUMUNIUM,ACTIVE
1829,MAT-CSV-02002,,DOUBLE ORNAMEN,LOT,3750000,AHMAD ALUMUNIUM,ACTIVE
1830,MAT-CSV-02003,,JASA,LOT,5000000,AHMAD ALUMUNIUM,ACTIVE
1831,MAT-CSV-02004,,SEMEN GERSIK,SAK,58000,KALI GUJI UTAMA,ACTIVE
1832,MAT-CSV-02005,,PAVING MODEL ALSTAD-4 NATURAL,M2,136400,CISANGKAN,ACTIVE
1833,MAT-CSV-02006,,PAVING MODEL ALSTAD-5 NATURAL,M2,136400,CISANGKAN,ACTIVE
1834,MAT-CSV-02007,,SCAFFOLDING FRAME 1.90,SET,50000,PT PAMUNGKAS PUTRA PRATAMA,ACTIVE
1835,MAT-CSV-02008,,CATWALK,UNIT,30000,PT PAMUNGKAS PUTRA PRATAMA,ACTIVE
1836,MAT-CSV-02009,,SCAFFOLDING FRAME 1.70,SET,550000,PT MUTIARA MANDIRI SCAFFOLDING,ACTIVE
1837,MAT-CSV-02010,,CATWALK,UNIT,340000,PT MUTIARA MANDIRI SCAFFOLDING,ACTIVE
1838,MAT-CSV-02012,,KAWAT BENDRAT,KG,20000,TB PACIFIC 2,ACTIVE
1839,MAT-CSV-02013,,BATU SPLIT,MOBIL,360000,TB PACIFIC 2,ACTIVE
1840,MAT-CSV-02014,,PAKU 7 PAKU 4,KG,20000,TB PACIFIC 2,ACTIVE
1841,MAT-CSV-02015,,KAPE PLASTIK,PCS,5000,TB PACIFIC 2,ACTIVE
1842,MAT-CSV-02016,,KAPE SCRAP,PCS,15000,TB PACIFIC 2,ACTIVE
1843,MAT-CSV-02017,,TRIPLEK,LEMBAR,85000,TB PACIFIC 2,ACTIVE
1844,MAT-CSV-02018,,PASIR CUCI,DUM,900000,PUTRA TERATE MANDIRI,ACTIVE
1845,MAT-CSV-02024,,FTALIT LEMON YELLOW 147,GLN,400000,DUNIA BARU,ACTIVE
1846,MAT-CSV-02027,,"HOLO 40x40x0,35",BATANG,31000,SEMESTA GEMILANG CILEGON,ACTIVE
1847,MAT-CSV-02028,,KASA GIPSUM,ROLL,15000,SEMESTA GEMILANG CILEGON,ACTIVE
1848,MAT-CSV-02029,,SKRUP GIPSUM 7CM,BOX,215000,SEMESTA GEMILANG CILEGON,ACTIVE
1849,MAT-CSV-02030,,SIKU 40x40x4,BATANG,172050,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1850,MAT-CSV-02031,,UNP 50x38x5,BATANG,238650,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1851,MAT-CSV-02032,,SEWA EXA (SENIN),SHIFT,3000000,PUTRA TERATE MANDIRI,ACTIVE
1852,MAT-CSV-02034,,U-DITCH 30x30x100,PCS,170000,CILEGON CONBLOCK,ACTIVE
1853,MAT-CSV-02035,,H-BEAM 200x12m,BATANG,10422900,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1854,MAT-CSV-02036,,UNP 150x75x6m,BATANG,1520700,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1855,MAT-CSV-02037,,SIKU 70x70x6m,BATANG,532800,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1856,MAT-CSV-02038,,SIKU 60x60x6m,BATANG,388500,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1857,MAT-CSV-02039,,PLAT HITAM CS 4'x8'x2mm,LEMBAR,682650,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1858,MAT-CSV-02040,,PLAT HITAM CS 4'x8'x12mm,LEMBAR,3735150,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1859,MAT-CSV-02041,,PASIR,MOBIL,250000,MITRA KUSUMA JAYA,ACTIVE
1860,MAT-CSV-02042,,KAPE PVC KECIL,PCS,3000,MITRA KUSUMA JAYA,ACTIVE
1861,MAT-CSV-02043,,KAPE PVC SEDANG,PCS,4000,MITRA KUSUMA JAYA,ACTIVE
1862,MAT-CSV-02044,,"KUAS 1""",PCS,6000,MITRA KUSUMA JAYA,ACTIVE
1863,MAT-CSV-02045,,"KUAS 1,5""",PCS,7000,MITRA KUSUMA JAYA,ACTIVE
1864,MAT-CSV-02046,,BESI 10,BATANG,66000,MITRA KUSUMA JAYA,ACTIVE
1865,MAT-CSV-02048,,PASIR,MOBIL,125000,MITRA KUSUMA JAYA,ACTIVE
1866,MAT-CSV-02049,,BESI LOT TUKANG,PCS,15000,MITRA KUSUMA JAYA,ACTIVE
1867,MAT-CSV-02050,,SEMEN PEREKAT BOND,SAK,65000,MITRA KUSUMA JAYA,ACTIVE
1868,MAT-CSV-02051,,PAPAN COR,LEMBAR,30000,MITRA KUSUMA JAYA,ACTIVE
1869,MAT-CSV-02052,,"SKRUP GUPSUM 6x1""",BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1870,MAT-CSV-02053,,PAKU BETON 5,BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1871,MAT-CSV-02054,,PAKU BETON 7,BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1872,MAT-CSV-02055,,PAKU 10,KG,10000,MITRA KUSUMA JAYA,ACTIVE
1873,MAT-CSV-02056,,BENANG TUKANG,ROLL,5000,MITRA KUSUMA JAYA,ACTIVE
1874,MAT-CSV-02058,,BESI 8,BATANG,45000,MITRA KUSUMA JAYA,ACTIVE
1875,MAT-CSV-02059,,"SKRUP GUPSUM 6x2""",BOX,25000,MITRA KUSUMA JAYA,ACTIVE
1876,MAT-CSV-02060,,"METERAN 7,5",PCS,35000,MITRA KUSUMA JAYA,ACTIVE
1877,MAT-CSV-02061,,KAWAT BENDRAT,KG,25000,MITRA KUSUMA JAYA,ACTIVE
1878,MAT-CSV-02062,,"PAHAT 1/2""",PCS,30000,MITRA KUSUMA JAYA,ACTIVE
1879,MAT-CSV-02063,,"PAHAT 5/8""",PCS,37000,MITRA KUSUMA JAYA,ACTIVE
1880,MAT-CSV-02065,,PAKU BETON 7,BOX,45000,MITRA KUSUMA JAYA,ACTIVE
1881,MAT-CSV-02066,,CUTTER,PCS,25000,MITRA KUSUMA JAYA,ACTIVE
1882,MAT-CSV-02067,,KANSTEEN APPLE STONE,PCS,35000,HOLYWOOD CONCRETE BLOCKS,ACTIVE
1883,MAT-CSV-02068,,CNP 100x50x2.3mm,BATANG,288600,PT. KARYABENTENG BARU SEMESTA,ACTIVE
1884,MAT-CSV-02069,,KERAMIK KASAR 40x40 BLACK,DUS,68300,BELANJA KERAMIK,ACTIVE
