NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS,NOTE
1056,MAT-CSV-01056,,PALU BATU 4LB G. FIBER ATS,PCS,110000,,ACTIVE,INSERTED
1057,MAT-CSV-01057,,RTD 2X P100 WITH THERMOWELL,PCS,2570000,PT. SUNTECH MITRA NUSANTARA,ACTIVE,INSERTED
1058,MAT-CSV-01058,,� 10 X 450MM,Pcs,0,,ACTIVE,INSERTED
1059,MAT-CSV-01059,,"WITH FLANGE JIS 10K 1""",Pcs,0,,ACTIVE,INSERTED
1060,MAT-CSV-01060,,THERMOWELL PAKE AS �21 X 400MM,Pcs,0,,ACTIVE,INSERTED
1061,MAT-CSV-01061,,0-200�C,Pcs,0,,ACTIVE,INSERTED
1062,MAT-CSV-01062,,"KABEL NYY 3 X 1,5 MM",m,17500,BULAN TERANG ELECTRIC,ACTIVE,INSERTED
1063,MAT-CSV-01063,,CONDUIT GALVANIS 3/4 POLOS,batang,78000,,ACTIVE,INSERTED
1064,MAT-CSV-01064,,FLEXIBLE CONDUIT 1/2,roll,500000,,ACTIVE,INSERTED
1065,MAT-CSV-01065,,"CABLE SCUN 1,25-3,5 MERAH",pack,25000,,ACTIVE,INSERTED
1066,MAT-CSV-01066,,ELECTRIC TAPE NITTO,pcs,8500,,ACTIVE,INSERTED
1067,MAT-CSV-01067,,"CABLE YSLY-JZ,2G 1MM",m,12000,,ACTIVE,INSERTED
1068,MAT-CSV-01068,,PU TUBE 8 X 5 HITAM,roll,450000,,ACTIVE,INSERTED
1069,MAT-CSV-01069,,MALE CONNECTOR R 1/2 MALE TO PUSH IN 8MM,pcs,10000,,ACTIVE,INSERTED
1070,MAT-CSV-01070,,(MPC 08-04),Pcs,0,,ACTIVE,INSERTED
1071,MAT-CSV-01071,,MALE CONNECTOR R 1/4 MALE TO PUSH IN 8MM,pcs,7000,,ACTIVE,INSERTED
1072,MAT-CSV-01072,,(MPC 08-02),Pcs,0,,ACTIVE,INSERTED
1073,MAT-CSV-01073,,LAMPU TANGKI VESSEL TANK EXPLOSION PROOF,set,0,,ACTIVE,INSERTED
1074,MAT-CSV-01074,,SIGHT GLASS BSD-100 EEW HRLM,Pcs,0,,ACTIVE,INSERTED
1075,MAT-CSV-01075,,BANDUL TUKANG 400GR,pcs,17500,MUTIARA INDAH,ACTIVE,INSERTED
1076,MAT-CSV-01076,,BANDUL TUKANG 250GR,pcs,15000,,ACTIVE,INSERTED
1077,MAT-CSV-01077,,NOZEL KOIKE NO 1,pcs,50000,,ACTIVE,INSERTED
1078,MAT-CSV-01078,,CABANG NOZZLE 5/16,pcs,12500,,ACTIVE,INSERTED
1079,MAT-CSV-01079,,BENANG TUKANG,pack,70000,,ACTIVE,INSERTED
1080,MAT-CSV-01080,,SEALTAPE ONDA,pcs,5000,,ACTIVE,INSERTED
1081,MAT-CSV-01081,,CUTTING TORCH KOIKE,pcs,390000,,ACTIVE,INSERTED
1082,MAT-CSV-01082,,PLAT STRIP 6 X 100,BATANG,388500,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1083,MAT-CSV-01083,,SEWA ALAT BERAT KATO 25 TON CRANE,SHIFT,6000000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
1084,MAT-CSV-01084,,ASDRAT M16 X 1000 SS304,BATANG,195000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1085,MAT-CSV-01085,,MUR M16 SS304,PCS,7200,,ACTIVE,INSERTED
1086,MAT-CSV-01086,,RING M16 SS304,PCS,2300,,ACTIVE,INSERTED
1087,MAT-CSV-01087,,"PNEUMATIC CONTROL GLOBE VALVE ""CONFLOW"" 2�""",Unit,39000000,PD HARAPAN PERSADA,ACTIVE,INSERTED
1088,MAT-CSV-01088,,BODY : CAST IRON,Pcs,0,,ACTIVE,INSERTED
1089,MAT-CSV-01089,,BONNET : STANDARD TYPE,Pcs,0,,ACTIVE,INSERTED
1090,MAT-CSV-01090,,TRIM : SS 316,Pcs,0,,ACTIVE,INSERTED
1091,MAT-CSV-01091,,PLUG-CHARATERISTIC : LINEAR,Pcs,0,,ACTIVE,INSERTED
1092,MAT-CSV-01092,,PACKING : PTFE 85% + GRAPHITE 15%,Pcs,0,,ACTIVE,INSERTED
1093,MAT-CSV-01093,,END STD : FLANGE DIN PN 16 RF,Pcs,0,,ACTIVE,INSERTED
1094,MAT-CSV-01094,,"ACTUATOR : DIAPHRAGM, SPRING RETURN,",Pcs,0,,ACTIVE,INSERTED
1095,MAT-CSV-01095,,"FAIL CLOSE,",Pcs,0,,ACTIVE,INSERTED
1096,MAT-CSV-01096,,"C/W : POSITIONER, LINEAR TYPE",Pcs,0,,ACTIVE,INSERTED
1097,MAT-CSV-01097,,FILTER REGULATOR,Pcs,0,,ACTIVE,INSERTED
1098,MAT-CSV-01098,,"METERAN 7,5M",PCS,40000,MUTIARA INDAH,ACTIVE,INSERTED
1099,MAT-CSV-01099,,"CUTTING KERAMIK 4""",PCS,105000,,ACTIVE,INSERTED
1100,MAT-CSV-01100,,"BATU BAPING 4"" BETON",PCS,50000,,ACTIVE,INSERTED
1101,MAT-CSV-01101,,FLASHBACK ARESTOR LPG,PCS,65000,,ACTIVE,INSERTED
1102,MAT-CSV-01102,,FLASHBACK ARESTOR OXY,PCS,65000,,ACTIVE,INSERTED
1103,MAT-CSV-01103,,KONEKTOR LAS 35-50 M,PCS,25000,,ACTIVE,INSERTED
1104,MAT-CSV-01104,,SCUN 70-12,PCS,11000,,ACTIVE,INSERTED
1105,MAT-CSV-01105,,TEE 12MM,PCS,15000,,ACTIVE,INSERTED
1106,MAT-CSV-01106,,NUT 10MM SS304,PCS,2550,,ACTIVE,INSERTED
1107,MAT-CSV-01107,,ASDRAT M10X1000 SS304,BTG,74000,,ACTIVE,INSERTED
1108,MAT-CSV-01108,,"TSAT KUNING 10X1/2""",PCS,125,,ACTIVE,INSERTED
1109,MAT-CSV-01109,,POTONG DAN BUBUT KONDE SPROKET AS 6 IN,UNIT,900000,CV MITRA JAYA PRATAMA,ACTIVE,INSERTED
1110,MAT-CSV-01110,,WF 200X100X6X6,BATANG,1860000,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1111,MAT-CSV-01111,,SIKU 60X60X6,BATANG,390000,,ACTIVE,INSERTED
1112,MAT-CSV-01112,,"PLAT BORDESH 4,5MM FULL 4'X8'",LEMBAR,1660000,,ACTIVE,INSERTED
1113,MAT-CSV-01113,,PLAT BORDESH 3MM 4'X8',LEMBAR,1150000,,ACTIVE,INSERTED
1114,MAT-CSV-01114,,WF 400X200X6,BATANG,6750000,,ACTIVE,INSERTED
1115,MAT-CSV-01115,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,-,ACTIVE,INSERTED
1116,MAT-CSV-01116,,FUSE 10X38 6A 10A,PCS,25000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1117,MAT-CSV-01117,,"SKUN Y 1,5MM",PCS,30000,,ACTIVE,INSERTED
1118,MAT-CSV-01118,,FLEXIBLE PU2 20MM PHITON,ROLL,125000,,ACTIVE,INSERTED
1119,MAT-CSV-01119,,HEADSTRINK 4/2,PCS,5000,,ACTIVE,INSERTED
1120,MAT-CSV-01120,,ISOLASI ELECTRIC,PCS,10000,,ACTIVE,INSERTED
1121,MAT-CSV-01121,,"CONDUCTOR FLEKSIBEL 1/2""",PCS,17500,,ACTIVE,INSERTED
1122,MAT-CSV-01122,,"COUPING PIPA 1/2""",PCS,10000,,ACTIVE,INSERTED
1123,MAT-CSV-01123,,MASKING TAPE,ROLL,10000,,ACTIVE,INSERTED
1124,MAT-CSV-01124,,"PIPA CONDUIT 1/2"" E19 X 3,6 M",BTG,95000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1125,MAT-CSV-01125,,"SKUN Y 1,5 HITAM",PACK,30000,,ACTIVE,INSERTED
1126,MAT-CSV-01126,,"SKUN Y 2,5 HITAM / BIRU",PACK,35000,,ACTIVE,INSERTED
1127,MAT-CSV-01127,,BOX INBOW PANASONIC,PCS,4000,,ACTIVE,INSERTED
1128,MAT-CSV-01128,,ROUND BOX E19 AL,PCS,75000,,ACTIVE,INSERTED
1129,MAT-CSV-01129,,LAMPU TL LED 16,PCS,75000,,ACTIVE,INSERTED
1130,MAT-CSV-01130,,TANG POTONG,PCS,40000,,ACTIVE,INSERTED
1131,MAT-CSV-01131,,"KABEL NYYHY 2X1,5 ETERNA",ROLL,520000,TOKO SINLE JAYA,ACTIVE,INSERTED
1132,MAT-CSV-01132,,CABLE TIES 150,PACK,15000,,ACTIVE,INSERTED
1133,MAT-CSV-01133,,ISOLASI NITTO,PCS,10000,,ACTIVE,INSERTED
1134,MAT-CSV-01134,,PNEUMATIC CONTROL GLOBE VALVE,UNIT,44000000,MITRA GUNA SENTOSA,ACTIVE,INSERTED
1135,MAT-CSV-01135,,SIZE,Pcs,0,,ACTIVE,INSERTED
1136,MAT-CSV-01136,,BODY,Pcs,0,,ACTIVE,INSERTED
1137,MAT-CSV-01137,,BONNET,Pcs,0,,ACTIVE,INSERTED
1138,MAT-CSV-01138,,TRIM,Pcs,0,,ACTIVE,INSERTED
1139,MAT-CSV-01139,,PLUG-CHAR,Pcs,0,,ACTIVE,INSERTED
1140,MAT-CSV-01140,,PACKING,Pcs,0,,ACTIVE,INSERTED
1141,MAT-CSV-01141,,END STD,Pcs,0,,ACTIVE,INSERTED
1142,MAT-CSV-01142,,ACTUATOR,Pcs,0,,ACTIVE,INSERTED
1143,MAT-CSV-01143,,C/W,Pcs,0,,ACTIVE,INSERTED
1144,MAT-CSV-01144,,SEIV 480 BLUE PEACOK,PAIL,1260000,DUNIA BARU,ACTIVE,INSERTED
1145,MAT-CSV-01145,,SEIV 6610 PRIMER GREY,PAIL,985000,,ACTIVE,INSERTED
1146,MAT-CSV-01146,,THINNER ND SUPER,JRGN,380000,,ACTIVE,INSERTED
1147,MAT-CSV-01147,,SCAFOLDING FRAME INC CATWALK,LOT,390000,PT BASINDO MITRA UTAMA,ACTIVE,INSERTED
1148,MAT-CSV-01148,,SCAFOLDING PIPE,LOT,375000,,ACTIVE,INSERTED
1149,MAT-CSV-01149,,SEWA ALAT BERAT KATO 25 TON CRANE,SHIFT,6000000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
1150,MAT-CSV-01150,,BUTTERFLY VALVE 8INCH CS,PCS,2850000,PT KARSAINTI SEJIWA,ACTIVE,INSERTED
1151,MAT-CSV-01151,,"CANAL BAJA RINGAN 0,75 SNI",BATANG,98000,MEGABAJA SERANG,ACTIVE,INSERTED
1152,MAT-CSV-01152,,"RENG BAJA RINGAN 0,75 SNI",BATANG,51000,,ACTIVE,INSERTED
1153,MAT-CSV-01153,,INCLUDE SERTIFIKAT,Pcs,0,,ACTIVE,INSERTED
1154,MAT-CSV-01154,,"LB52 3,2",KG,40800,KARYA WARGI,ACTIVE,INSERTED
1155,MAT-CSV-01155,,"CUTTING WD 4""",BOX,70000,,ACTIVE,INSERTED
1156,MAT-CSV-01156,,WHITE MARKER,LSN,174000,,ACTIVE,INSERTED
1157,MAT-CSV-01157,,"CUTTING WHEEL 4"" KRAMIK BOSCH",PCS,85000,,ACTIVE,INSERTED
1158,MAT-CSV-01158,,"KLEM UNISTRUT 1/2""",PCS,6000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1159,MAT-CSV-01159,,"SKUN Y 1,5MM HITAM",PCS,30000,,ACTIVE,INSERTED
1160,MAT-CSV-01160,,"CONNECTOR PU 1/4"" X 8MM",PCS,10000,,ACTIVE,INSERTED
1161,MAT-CSV-01161,,"CONNECTOR PU 1/2"" X 8MM",PCS,22500,,ACTIVE,INSERTED
1162,MAT-CSV-01162,,"SEALTAPE ONDA 1/2""",ROLL,5000,,ACTIVE,INSERTED
1163,MAT-CSV-01163,,AVIAN CAT SILVER,KG,60000,,ACTIVE,INSERTED
1164,MAT-CSV-01164,,RING PER SS 304 M16,PCS,2280,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1165,MAT-CSV-01165,,FULL DRAT M18 X 1000 GALVANIS,BATANG,58260,,ACTIVE,INSERTED
1166,MAT-CSV-01166,,FULL DRAT M18 X 1000 SS 304,BATANG,291295,,ACTIVE,INSERTED
1167,MAT-CSV-01167,,BOLT NUT HTB 8.8 M18 X 100,PCS,15240,,ACTIVE,INSERTED
1168,MAT-CSV-01168,,BOLT NUT HTB 8.8 M18 X 65,PCS,10740,,ACTIVE,INSERTED
1169,MAT-CSV-01169,,BAUT ROOFING SDS BAJA RINGAN,BOX,200000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1170,MAT-CSV-01170,,BAUT ROOFING SDS BAJA RINGAN,BOX,108000,,ACTIVE,INSERTED
1171,MAT-CSV-01171,,KUNCI PAS RING 8-24,SET,370000,,ACTIVE,INSERTED
1172,MAT-CSV-01172,,"UBOLT 1"" x 5/16",PCS,1480,,ACTIVE,INSERTED
1173,MAT-CSV-01173,,DYNABOLT M8 X 90/100,PCS,1370,,ACTIVE,INSERTED
1174,MAT-CSV-01174,,DYNABOLT M8 X 70/75,PCS,1090,,ACTIVE,INSERTED
1175,MAT-CSV-01175,,SEIV 480 BLUE PEACOK,PAIL,1260000,DUNIA BARU,ACTIVE,INSERTED
1176,MAT-CSV-01176,,THINNER ND SUPER,JRGN,380000,,ACTIVE,INSERTED
1177,MAT-CSV-01177,,"ISI ROLL CAT 4""",BOX,65000,,ACTIVE,INSERTED
1178,MAT-CSV-01178,,"KOAS 2""",PCS,15000,,ACTIVE,INSERTED
1179,MAT-CSV-01179,,SHEL OMALA S2GX VG320 (20LT),JERIGEN,1350000,PT TUNGGAL KARYA BERSAMA,ACTIVE,INSERTED
1180,MAT-CSV-01180,,"PIPA 1�"" CS x 6000 2,7mm/2,8mm",BATANG,245000,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1181,MAT-CSV-01181,,"PIPA 1"" CS x 6000 2,7mm/2,8mm",BATANG,190000,,ACTIVE,INSERTED
1182,MAT-CSV-01182,,"CNP 150 x 3,2 x 6000",BATANG,500000,,ACTIVE,INSERTED
1183,MAT-CSV-01183,,"HOLO CS 4 x 4 x 1,5 x 6000",BATANG,198198,,ACTIVE,INSERTED
1184,MAT-CSV-01184,,"PLAT CS POLOS 4' x 8' x 1,5mm",BATANG,570000,,ACTIVE,INSERTED
1185,MAT-CSV-01185,,SIKU 60 x 60 x 6 x 6000,BATANG,380000,,ACTIVE,INSERTED
1186,MAT-CSV-01186,,BESI 10 POLOS x 12000,BATANG,74000,,ACTIVE,INSERTED
1187,MAT-CSV-01187,,SIKU 40 x 40 x 4 x 6000,BATANG,175000,,ACTIVE,INSERTED
1188,MAT-CSV-01188,,"CNP 150 x 2,3 x 6000",BATANG,345000,,ACTIVE,INSERTED
1189,MAT-CSV-01189,,FTALIT LEMON YELLOW 147,PAIL,1500000,DUNIA BARU,ACTIVE,INSERTED
1190,MAT-CSV-01190,,THINNER ND SUPER,JRGN,380000,,ACTIVE,INSERTED
1191,MAT-CSV-01191,,BAUT ROOFING SDS,BOX,108000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1192,MAT-CSV-01192,,AS DRAT M10 X 1000 PUTIH,BATANG,17110,,ACTIVE,INSERTED
1193,MAT-CSV-01193,,MUR + RING M10 PUTIH,PCS,695,,ACTIVE,INSERTED
1194,MAT-CSV-01194,,BAUT CNP M10 X 40 PUTIH,PCS,1320,,ACTIVE,INSERTED
1195,MAT-CSV-01195,,TURNBUCKLE EYE TO HOOK M12 PUTIH,PCS,25120,,ACTIVE,INSERTED
1196,MAT-CSV-01196,,"LB52 3,2",KG,40800,KARYA WARGI,ACTIVE,INSERTED
1197,MAT-CSV-01197,,"PIPA CONDUIT 1/2"" E19 X 3,6",BATANG,95000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1198,MAT-CSV-01198,,"PIPA CONDUIT 3/4"" E25 X 3,6",BATANG,125000,,ACTIVE,INSERTED
1199,MAT-CSV-01199,,"CLAMP UNISTRUT 1/2""",PCS,6000,,ACTIVE,INSERTED
1200,MAT-CSV-01200,,"CLAMP UNISTRUT 3/4""",PCS,7500,,ACTIVE,INSERTED
1201,MAT-CSV-01201,,ISOLASI NITTO,PCS,10000,,ACTIVE,INSERTED
1202,MAT-CSV-01202,,"CONNECTOR FLEKSIBEL 1/2"" TO PIPE",PCS,17500,,ACTIVE,INSERTED
1203,MAT-CSV-01203,,"CONNECTOR FLEKSIBEL 3/4"" TO PIPE",PCS,22500,,ACTIVE,INSERTED
1204,MAT-CSV-01204,,"GLAND 1/2"" CONECTOR FLEKSIBEL",PCS,17500,,ACTIVE,INSERTED
1205,MAT-CSV-01205,,"GLAND 3/4"" CONECTOR FLEKSIBEL",PCS,22500,,ACTIVE,INSERTED
1206,MAT-CSV-01206,,BAUT ROOFING SDS BAJA RINGAN,BOX,200000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1207,MAT-CSV-01207,,"SKRUP SDS 6x1�""",PACK,21500,,ACTIVE,INSERTED
1208,MAT-CSV-01208,,BLACKFOOT SCREWDRIVER MAGNETIC,PCS,10000,,ACTIVE,INSERTED
1209,MAT-CSV-01209,,AS STAINLESS 304 19MM,BATANG,219000,,ACTIVE,INSERTED
1210,MAT-CSV-01210,,"SOCKET STAINLESS 304 3""",PCS,103850,,ACTIVE,INSERTED
1211,MAT-CSV-01211,,BODY HARNES GOSAVE DOUBLE HOOK,UNIT,241000,MEGA TEKNIK,ACTIVE,INSERTED
1212,MAT-CSV-01212,,CARBON BRUSH CB 325 TO MAKITA,PCS,10000,,ACTIVE,INSERTED
1213,MAT-CSV-01213,,MAKITA 1630,UNIT,990000,,ACTIVE,INSERTED
1214,MAT-CSV-01214,,MAKITA HR2470,UNIT,2550000,,ACTIVE,INSERTED
1215,MAT-CSV-01215,,MAKTEC MT90,UNIT,425000,,ACTIVE,INSERTED
1216,MAT-CSV-01216,,"CUTTING DISC 4""X1,2MM WD",PCS,2740,,ACTIVE,INSERTED
1217,MAT-CSV-01217,,OKSIGEN,TABUNG,75000,IWAN ARGON OKSIGEN,ACTIVE,INSERTED
1218,MAT-CSV-01218,,ARGON,TABUNG,250000,,ACTIVE,INSERTED
1219,MAT-CSV-01219,,GENTENG M-CLASS COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE,INSERTED
1220,MAT-CSV-01220,,TERPUS TENGAH,PCS,35000,,ACTIVE,INSERTED
1221,MAT-CSV-01221,,SHM FLANGE MOUNTED DIFFRENTIAL PRESSURE,UNIT,14500000,PT INDOHARDWARE INDONESIA RAYA,ACTIVE,INSERTED
1222,MAT-CSV-01222,,EYE NUT M20 SS304,PCS,260000,BAUT STAINLESS,ACTIVE,INSERTED
1223,MAT-CSV-01223,,AS DRAT M20 SS304,BATANG,245000,,ACTIVE,INSERTED
1224,MAT-CSV-01224,,"CNP 150 x 3,2mm x 6000,",BATANG,555000,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1225,MAT-CSV-01225,,"CNP 75 x 35 x 1.8mm x 6000,",BATANG,266400,,ACTIVE,INSERTED
1226,MAT-CSV-01226,,BESI 12 POLOS x 12000,BATANG,116550,,ACTIVE,INSERTED
1227,MAT-CSV-01227,,BESI 10 POLOS x 12000,BATANG,78810,,ACTIVE,INSERTED
1228,MAT-CSV-01228,,SIKU 40 x 40 x 4 x 6000,BATANG,188700,,ACTIVE,INSERTED
1229,MAT-CSV-01229,,WF 150 x 6000,BATANG,0,,ACTIVE,INSERTED
1230,MAT-CSV-01230,,BAUT ROOFING SDS M8 x 75,BOX,110000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1231,MAT-CSV-01231,,DYNABOLT M8 x,BOX,1650,,ACTIVE,INSERTED
1232,MAT-CSV-01232,,TURNBUCKLE M16 EYE TO HOOK,PCS,48250,,ACTIVE,INSERTED
1233,MAT-CSV-01233,,TANG POTONG TEKIRO,PCS,55000,,ACTIVE,INSERTED
1234,MAT-CSV-01234,,TANG KOMBINASI,PCS,65000,,ACTIVE,INSERTED
1235,MAT-CSV-01235,,TEE-DUS 3LB,BATANG,4000,SURYA AGUNG CILEGON,ACTIVE,INSERTED
1236,MAT-CSV-01236,,KABEL TRAY TYPE U 100 x 50 GALVANIS,BATANG,360000,,ACTIVE,INSERTED
1237,MAT-CSV-01237,,FLEKSIBEL ELECTRIC 18MM PUTIH,ROLL,460000,,ACTIVE,INSERTED
1238,MAT-CSV-01238,,"FIBERGLASS CLEAR, 1020x3mm",LEMBAR,287000,PT MAJAMAKMUR SUKSES MANDIRI,ACTIVE,INSERTED
1239,MAT-CSV-01239,,WF 150 x 75 x 6000,BATANG,1287600,PT KARYA BENTENG BARU SEMESTA,ACTIVE,INSERTED
1240,MAT-CSV-01240,,AS DRAT/FULL DRAT M12 x 1000 STAINLESS,BATANG,107000,PANJI RIMBA TEKNIK,ACTIVE,INSERTED
1241,MAT-CSV-01241,,MUR M12 STAINLESS,PCS,3800,,ACTIVE,INSERTED
1242,MAT-CSV-01242,,"CANAL BAJA RINGAN 0,75 SNI",BATANG,98000,MEGABAJA SERANG,ACTIVE,INSERTED
1243,MAT-CSV-01243,,"HOLO BAJA RINGAN PLAFON 0,5 40x40",BATANG,52000,,ACTIVE,INSERTED
1244,MAT-CSV-01244,,"HOLO BAJA RINGAN PLAFON 0,5 40x20",BATANG,36800,,ACTIVE,INSERTED
1245,MAT-CSV-01245,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,TOKO BANGUNAN FAMILY SUPER,ACTIVE,INSERTED
1246,MAT-CSV-01246,,NOK GENTENG M-CLASS WARNA COKLAT,PCS,55000,,ACTIVE,INSERTED
1247,MAT-CSV-01247,,ZINCALUME PLAT SHEET TALANG,M,91500,,ACTIVE,INSERTED
1248,MAT-CSV-01248,,TAMBANG NYLON 20MM,M,18000,KARYA WARGI,ACTIVE,INSERTED
1249,MAT-CSV-01249,,TAMBANG NYLON 16MM,M,12000,,ACTIVE,INSERTED
1250,MAT-CSV-01250,,"CONNECTOR GLAND 1/2""",PCS,17500,,ACTIVE,INSERTED
1251,MAT-CSV-01251,,TAMBANG PP 6MM,M,1500,,ACTIVE,INSERTED
1252,MAT-CSV-01252,,ISOLASI NITTO HITAM,PCS,8500,,ACTIVE,INSERTED
1253,MAT-CSV-01253,,"KABEL TIES 3,6 X 250",PCS,2600,,ACTIVE,INSERTED
1254,MAT-CSV-01254,,TESPEN TOMECO,PCS,20000,,ACTIVE,INSERTED
1255,MAT-CSV-01255,,VINILEX PRO 1000 WHITE,PAIL,810000,DUNIA BARU,ACTIVE,INSERTED
1256,MAT-CSV-01256,,ROLL CAT BESAR,ROLL,45000,,ACTIVE,INSERTED
1257,MAT-CSV-01257,,"KUAS 3"" ETERNA",PCS,14000,,ACTIVE,INSERTED
1258,MAT-CSV-01258,,MATERIAL PIPA + JASA BENDING TRANSPORT PP,Lot,2000000,MITRA BAJA PERSADA,ACTIVE,INSERTED
1259,MAT-CSV-01259,,GRANIT PUTIH POLOS KW 1 60X60,M,138000,DUNIA KERAMIK,ACTIVE,INSERTED
1260,MAT-CSV-01260,,ML PUTIH POLOS 25X40,DUS,67000,,ACTIVE,INSERTED
1261,MAT-CSV-01261,,BASALIT WHITE 40X40,DUS,73000,,ACTIVE,INSERTED
1262,MAT-CSV-01262,,LIST VERSASE KOTAK ABU 25cm,PCS,10000,,ACTIVE,INSERTED
1263,MAT-CSV-01263,,HT BERLIN FM V6R,PCS,337500,HT METRO JAYA,ACTIVE,INSERTED
1264,MAT-CSV-01264,,PIPA RUCIKA AW 1/2 IN,PCS,33000,MITRA BARU,ACTIVE,INSERTED
1265,MAT-CSV-01265,,MATA BOR NACHI 5MM,PCS,40000,,ACTIVE,INSERTED
1266,MAT-CSV-01266,,MATA ROOFING M8,SET,35000,,ACTIVE,INSERTED
1267,MAT-CSV-01267,,TALANG AIR GALVALUM,M,60000,,ACTIVE,INSERTED
1268,MAT-CSV-01268,,JP NUT M4X28,PCS,140,,ACTIVE,INSERTED
1269,MAT-CSV-01269,,TDUS,PCS,3000,,ACTIVE,INSERTED
1270,MAT-CSV-01270,,ISOLASI NITTO,PCS,10000,,ACTIVE,INSERTED
1271,MAT-CSV-01271,,ISOLASI 3M,PCS,95000,,ACTIVE,INSERTED
1272,MAT-CSV-01272,,SEWA ALAT BERAT KATO 25 TON CRANE,SHIFT,6000000,PT KEMBAR HARAPAN JAYA,ACTIVE,INSERTED
1273,MAT-CSV-01273,,NOTE : SENIN SETENGAH HARI KARENA CUACA BURUK,-,0,,ACTIVE,INSERTED
1274,MAT-CSV-01274,,GUNTING HOLO BAJA RINGAN,PCS,35000,MUTIARA INDAH,ACTIVE,INSERTED
1275,MAT-CSV-01275,,MATA ROOFING M8,PCS,20000,,ACTIVE,INSERTED
1276,MAT-CSV-01276,,MATA OBENG M8,PCS,8000,,ACTIVE,INSERTED
1277,MAT-CSV-01277,,SKRUP GYPSUM 6X1,BOX,40000,,ACTIVE,INSERTED
1278,MAT-CSV-01278,,BAUT CNP 10X19,BOX,120000,,ACTIVE,INSERTED
1279,MAT-CSV-01279,,"KASA GIPSUM 2""",ROLL,15000,,ACTIVE,INSERTED
1280,MAT-CSV-01280,,KAPE PVC BESAR,PCS,7000,,ACTIVE,INSERTED
1281,MAT-CSV-01281,,KAPE PVC KECIL,PCS,3000,,ACTIVE,INSERTED
1282,MAT-CSV-01282,,"PAKU BETON 2""",BOX,45000,,ACTIVE,INSERTED
1283,MAT-CSV-01283,,"KUAS 3""",PCS,10000,,ACTIVE,INSERTED
1284,MAT-CSV-01284,,AMPLAS GRIT 180,M,8000,,ACTIVE,INSERTED
1285,MAT-CSV-01285,,BENANG TUKANG,ROLL,4000,,ACTIVE,INSERTED
1286,MAT-CSV-01286,,ISI KATER,KOTAK,10000,,ACTIVE,INSERTED
1287,MAT-CSV-01287,,GERGAJI BESI,PCS,15000,,ACTIVE,INSERTED
1288,MAT-CSV-01288,,SELANG WATERPAS 1/4,M,4000,,ACTIVE,INSERTED
1289,MAT-CSV-01289,,"KAPE 3""",PCS,5000,,ACTIVE,INSERTED
1290,MAT-CSV-01290,,PALU KAMBING,PCS,30000,,ACTIVE,INSERTED
1291,MAT-CSV-01291,,KATER 16,PCS,10000,,ACTIVE,INSERTED
1292,MAT-CSV-01292,,"ELANG BENANG 3/8""",M,8500,,ACTIVE,INSERTED
1293,MAT-CSV-01293,,"APAKU BETON 3"" 7 CM",BOX,55000,,ACTIVE,INSERTED
1294,MAT-CSV-01294,,"BALL VALVE 1/2"" KUNINGAN",PCS,70000,,ACTIVE,INSERTED
1295,MAT-CSV-01295,,LAKBAN HITAM,PCS,14000,,ACTIVE,INSERTED
1296,MAT-CSV-01296,,"KLEM SELANG 5/8"" SS",PCS,6000,,ACTIVE,INSERTED
1297,MAT-CSV-01297,,KACAMATA SAFETY CLEAR,PCS,12500,,ACTIVE,INSERTED
1298,MAT-CSV-01298,,KATROL SINGLE 3TON ATS,PCS,260000,,ACTIVE,INSERTED
1299,MAT-CSV-01299,,BOR BATERAI,UNIT,450000,,ACTIVE,INSERTED
1300,MAT-CSV-01300,,ASDRAT SS 304 M18X1000,BTG,306000,,ACTIVE,INSERTED
1301,MAT-CSV-01301,,NUT SS 304 M18,PCS,11000,,ACTIVE,INSERTED
1302,MAT-CSV-01302,,SCAFOLDING  + CATWALK,SET,62500,,ACTIVE,INSERTED
1303,MAT-CSV-01303,,BOLT + NUT SS 304 M16x50,PCS,22700,,ACTIVE,INSERTED
1304,MAT-CSV-01304,,FISCHER S8,BOX,15000,,ACTIVE,INSERTED
