code,jenis,name,satuan,harga,vendor
MT-2026-1275,,"AMPLAS BULAT VELCRO 4"" GRIT 400 (100)",DUS,34500,
MT-2026-1276,,"AMPLAS BULAT VELCRO 4"" GRIT 180 (100)",DUS,34500,
MT-2026-1277,,COMPUND A-PLUS,SAK,75000,
MT-2026-1278,,PAKU 7 BETON,BOX,65000,
MT-2026-1279,,CAT GENTENG DARK BROWN,GLN,215000,
MT-2026-1280,,GENTENG M-CLASS WARNA COKLAT,PCS,10000,
MT-2026-1281,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,
MT-2026-1282,,LISPLANK GRC SUPERB/POLOS 200MM,PCS,55000,
MT-2026-1283,,S.TANGAN GOSAVE,LSN,220000,
MT-2026-1284,,KAPUR BESI,PAK,17000,
MT-2026-1285,,MARKER WHITE,DUS,270000,
MT-2026-1286,,SKRUP GIPSUM 6 X 1 1/2,DUS,40000,
MT-2026-1287,,LAKBAN KERTAS,PCS,8000,
MT-2026-1288,,KACAMATA HITAM FULL SAFETY,PCS,25000,
MT-2026-1289,,S.TANGAN 5B,LSN,25000,
MT-2026-1290,,SEMEN MU - 400,SAK,140000,
MT-2026-1291,,SIKA GROUT 215,SAJ,125000,
MT-2026-1292,,KAIN GIPSUM,PCS,125000,
MT-2026-1293,,VINILEX 300,GLN,160000,
MT-2026-1294,,LIST GIPSUM 8 CM,BATANG,12000,
MT-2026-1295,,COMPUND A-PLUS,SAK,65000,
MT-2026-1296,,SIKA GROUT 215,SAK,125000,
MT-2026-1297,,VINILEX 300,PAIL,830000,
MT-2026-1298,,PLAT POLOS 4'x8'x8mm,LEMBAR,2508600,PT KARYA BENTENG BARU SEMESTA
MT-2026-1299,,PHILIPS LED DOWNLIGHT MESON 125 13W 65K WHITE,BOX,191818,TK LISTRIK JAKARTA
MT-2026-1300,,"PIPA 1 1/2"" GALVANIS SCH 40",BATANG,710000,SUMBER REJEKI UTAMA
MT-2026-1301,,"PIPA 2"" GALVANIS SCH 40",BATANG,930000,
MT-2026-1302,,"ELBOW GALVANIS 90� 1 1/2""",BATANG,24000,
MT-2026-1303,,"ELBOW GALVANIS 90� 2""",PCS,39500,
MT-2026-1304,,"FLANGE GALVANIS JIS 10K 1 1/2""",PCS,78000,
MT-2026-1305,,"TEE GALVANIS 1 1/2""",PCS,62000,
MT-2026-1306,,"TEE GALVANIS 2""",PCS,73000,
MT-2026-1307,,"FLANGE GALVANIS JIS 10K 2""",PCS,87000,
MT-2026-1308,,"BALL VALVE GALVANIS JIS 10K 1 1/2"" KAi",PCS,900000,
MT-2026-1309,,"BALL VALVE GALVANIS JIS 10K 2"" KAi",PCS,1000000,
MT-2026-1310,,PLAT HITAM CS 8mm x 4'x8',LEMBAR,2519700,
MT-2026-1311,,ROOFING FF PUTIH 5CM,DUS,105000,
MT-2026-1312,,VINILEX 300 WHITE,PAIL,860000,
MT-2026-1313,,ROLL CAT BESAR,PCS,40000,
MT-2026-1314,,"GERINDA TEMOK 4""",PCS,55000,
MT-2026-1315,,ROSKAM PLASTIK,PCS,35000,
MT-2026-1316,,"KRAN ONDA 1/2""",PCS,120000,
MT-2026-1317,,LISPLANK GRC SUPERB/POLOS 300MM,PCS,80000,MUTIARA INDAH
MT-2026-1318,,LIST GIPSUM 8 CM,BATANG,12500,
MT-2026-1319,,GYPSUM EBOARD JAYABOARD 2.4x1.2,LBR,60000,
MT-2026-1320,,"HOLO 40x40x4M 0,35",BATANG,32000,
MT-2026-1321,,WASTAFEL TOTO,UNIT,1650000,
MT-2026-1322,,WC DUDUK TOTO,UNIT,2400000,
MT-2026-1323,,URINOIR TOTO WC BEDIRI,UNIT,1800000,
MT-2026-1324,,CERMIN WASTAFEL 50x80,LBR,770000,
MT-2026-1325,,SHOWER,PCS,1325000,
MT-2026-1326,,"ELBOW 3"" PVC",PCS,95000,
MT-2026-1327,,PAKU BETON 7,BOX,100000,
MT-2026-1328,,BATU ALAM 30x30,M,135000,
MT-2026-1329,,BATU ALAM 40x40,M,145000,
MT-2026-1330,,BOLT NUT M8X45,PCS,650,
MT-2026-1331,,GRANIT KW1 KIA SUPER WHITE 60x60,BOX,170000,MUTIARA INDAH
MT-2026-1332,,"SKRUP GYPSUM 1x1/2""",BOX,45000,
MT-2026-1333,,GYPSUM E-BOARD 9x1200x2400,LBR,55000,
MT-2026-1334,,"CNP BAJA RINGAN CILEGON STEEL BIRU 0,75 SNI",BATANG,101000,
MT-2026-1335,,DYNABOLT M10x100,PCS,3100,
MT-2026-1336,,BOLT NUT M10x45,PCS,1300,
MT-2026-1337,,"SOCK PVC 2"" AW",PCS,32500,
MT-2026-1338,,"PIPA PVC 1/2"" AW",PCS,58000,
MT-2026-1339,,"SOCK PVC 1"" AW",PCS,13500,
MT-2026-1340,,"DOP DRAT 1/2"" AW",PCS,10000,
MT-2026-1341,,"SOCK DRAT 1/2""",PCS,9500,
MT-2026-1342,,ROOFING 5CM SKRUP,BOX,136000,
MT-2026-1343,,PLAT BAR/STRIP 100x6x6mtr,BATANG,377400,PT KARYA BENTENG BARU SEMESTA
MT-2026-1344,,SIKU 60x60x6mtr,BATANG,405150,
MT-2026-1345,,BORDES 4'x8'x4mm,LEMBAR,1781550,
MT-2026-1346,,ROOFING KUNING 12X25,BOX,138000,PANJI RIMBA TEKNIK
MT-2026-1347,,ROOFING KUNING 12X75,BOX,210000,
MT-2026-1348,,LIST ES 8 CM,BATANG,12500,NISA GYPSUM BAJARINGAN
MT-2026-1349,,SEMEN TR-30,SAK,115000,
MT-2026-1350,,LB 52 3.2,BOX,204000,KARYA WARGI
MT-2026-1351,,KACA CERMIN 70X50,SET,230000,
MT-2026-1352,,"KUAS 2"" ETERNA",PCS,12000,
MT-2026-1353,,"KUAS 4"" ETERNA",PCS,22000,
MT-2026-1354,,NAT KRAMIK GRANIT TILE GROUT,KG,17500,
MT-2026-1355,,"PIPA PVC RUCIKA 4"" D",BATANG,195000,MUTIARA INDAH
MT-2026-1356,,"TEE PVC RUCIKA 4"" D",BATANG,45000,
MT-2026-1357,,"ELBOW PVC 4"" D",PCS,32500,
MT-2026-1358,,CAT PERNIS BATU ALAM PROPAN,KLG,105000,
MT-2026-1359,,CAT TEMBOK VINILEX 300 WHITE,PAIL,830000,
MT-2026-1360,,"PAKU RIVET 4,8",BOX,65000,
MT-2026-1361,,MATA BOR NACHI 5MM,PCS,35000,
MT-2026-1362,,ROOFING KUNING 12X25,BOX,120000,PANJI RIMBA TEKNIK
MT-2026-1363,,ROOFING KUNING 12X45,BOX,160000,
MT-2026-1364,,ROOFING KUNING 12X75,BOX,155000,
MT-2026-1365,,BORDESH 4'x8'x4mm,LEMBAR,1898100,PT KARYA BENTENG BARU SEMESTA
MT-2026-1366,,WF 200 x 100 x 12mtr,BATANG,3896100,
MT-2026-1367,,SIKU 60x60x6mm x 6mtr,BATANG,388500,
MT-2026-1368,,BALL VALVE SS304,UNIT,5250000,PD HARAPAN PERSADA
MT-2026-1369,,FLANGE JIS 10K C/W,PCS,0,
MT-2026-1370,,DOUBLE ACTING ACTUATOR+SOLENOID VALVE 220VAC,PCS,0,
MT-2026-1371,,"SIZE : 1�""",PCS,0,
MT-2026-1372,,"REDUCER CON SS304 2""x1�"" SCH 20",PCS,185000,
MT-2026-1373,,SEIV 6610 PRIMER GREY,PAIL,995000,
MT-2026-1374,,PINTU ALUMUNIUM COKLAT SET,UNIT,850000,MUTIARA INDAH
MT-2026-1375,,KACA CERMIN KAMAR MANDI 50x70,PCS,200000,
MT-2026-1376,,BOLT NUT M16x60 PUTIH,PCS,3600,PANJI RIMBA TEKNIK
MT-2026-1377,,WIREMESH M10 5400x2100,LEMBAR,965700,PT KARYA BENTENG BARU SEMESTA
MT-2026-1378,,BESI 6 POLOS,BATANG,29970,
MT-2026-1379,,UNP 50x38x5mm,BATANG,233100,
MT-2026-1380,,SIKU 40x40x4mm,BATANG,144300,
MT-2026-1381,,"TALANG AIR GALVALUME 0,35MM",M,89000,MUTIARA INDAH
MT-2026-1382,,MATA ROOFING M8,PACK,35000,
MT-2026-1383,,MATA ROLL CAT KECIL,PACK,50000,
MT-2026-1384,,SILICON HITAM/GREY,PCS,26000,
MT-2026-1385,,"FLOWMETER PDAM 1 1/2""",PCS,185000,
MT-2026-1386,,"BALL VALVE SANKYO 1/2""",PCS,80000,
MT-2026-1387,,KASO,IKAT,130000,MITRA KUSUMA JAYA
MT-2026-1388,,TRIPLEK 8MM,LEMBAR,95000,
MT-2026-1389,,PAKU 5,KG,20000,
MT-2026-1390,,"ETERNA 2X1,5",M,12000,
MT-2026-1391,,BATA MERAH,PCS,500,
MT-2026-1392,,PASIR AYAK,PICKUP,250000,
MT-2026-1393,,PLASTIK COR,KG,13500,
MT-2026-1394,,METERAN SOLIGEN,PCS,20000,
MT-2026-1395,,READY MIX CONCRETE K-350,M3,950000,PT HIRA KARYA PERSADA
MT-2026-1396,,TALANG R-22,BATANG,400000,MITRA KUSUMA JAYA
MT-2026-1397,,PLAT STRIP,BATANG,120000,
MT-2026-1398,,KUNCI 8 + 6,PCS,50000,
MT-2026-1399,,KASO 4X6,IKAT,130000,
MT-2026-1400,,PAKU 7,KG,20000,
MT-2026-1401,,PAKU 4,KG,12000,
MT-2026-1402,,THINNER,KALENG,25000,
MT-2026-1403,,BESI 8 FULL,BATANG,50000,
MT-2026-1404,,GOTHIC,PCS,65000,
MT-2026-1405,,KAWAT BENDRAT,KG,20000,
MT-2026-1406,,HAND PALLET HMP-3T-N685/1220,UNIT,2791700,INDOTARA PERSADA
MT-2026-1407,,-OVERAL LENGTH : 1580MM,-,0,
MT-2026-1408,,-FORK LENGTH : 1220MM,-,0,
MT-2026-1409,,-FORK OVERALL WIDTH : 685MM,-,0,
MT-2026-1410,,-WHEEL MATERIAL : NYLON,-,0,
MT-2026-1411,,-CAP : 3TON,-,0,
MT-2026-1412,,FLOW METER FLANGE,UNIT,1322000,MULTI TEKNIK
MT-2026-1413,,"1�""",PCS,0,
MT-2026-1414,,BATA MERAH,PCS,500,MITRA KUSUMA JAYA
MT-2026-1415,,PASIR,ENGKEL,250000,
MT-2026-1416,,SEMEN JAKARTA,SAK,44000,
MT-2026-1417,,KAWAT BENDRAT,ROLL,20000,
MT-2026-1418,,SEPATU BOOTS,PSG,70000,
MT-2026-1419,,POLICE LINE,ROLL,60000,
MT-2026-1420,,UNP 50x38x5mm,BATANG,233100,PT KARYA BENTENG BARU SEMESTA
MT-2026-1421,,SIKU 40x40x4mm,BATANG,188700,
MT-2026-1422,,PASIR AYAK,ENGKEL,250000,MITRA KUSUMA JAYA
MT-2026-1423,,KASO,IKAT,130000,
MT-2026-1424,,BESI 10 FULL,BATANG,70000,
MT-2026-1425,,TAMBANG NYLON 20MM,M,16000,KARYA WARGI
MT-2026-1426,,GUN SPRAY TABUNG ATAS,SET,300000,
MT-2026-1427,,ENGSEL PINTU 4x3,SET,25000,
MT-2026-1428,,OBENG,SET,30000,
MT-2026-1429,,BOLT NUT M14x50 PUTIH,PCS,2590,PANJI RIMBA TEKNIK
MT-2026-1430,,ROOFING 12X75,BOX,152500,
MT-2026-1431,,SILICON HITAM/GREY,PCS,26000,MUTIARA INDAH
MT-2026-1432,,SEALANT GUN,PCS,30000,
MT-2026-1433,,CUT OF MAKTEC,UNIT,2475000,
MT-2026-1434,,THINNER ND,JERGEN,310000,
MT-2026-1435,,CARBON BRUSH,PCS,25000,
MT-2026-1436,,EGOJI CAPSUL STR,LEM,35000,
MT-2026-1437,,ROHTO EYEFLUSH 150,BTL,36000,
MT-2026-1438,,CENFRESH ED 5ML,5ML,46500,
MT-2026-1439,,SIKU 60x60x6,BATANG,399600,PT KARYA BENTENG BARU SEMESTA
MT-2026-1440,,CNP 150x3.2x6000,BATANG,510600,
MT-2026-1441,,BESI 10 POLOS,BATANG,77700,
MT-2026-1442,,"PIPA CS HITAM 1"" 2,5 x 6000",BATANG,183150,
MT-2026-1443,,AS DRAT PUTIH M10,BATANG,15000,
MT-2026-1444,,MUR PUTIH M10,PCS,485,
MT-2026-1445,,SEIV FINISH BLUE 480,PAIL,1260000,DUNIA BARU
MT-2026-1446,,SEIV PRIMER GREY 6610,PAIL,985000,
MT-2026-1447,,THINNER ND SUPER,JRG,380000,
MT-2026-1448,,STOP KONTAK BROCO 4L,PCS,42000,JAYA MAKMUR ELECTRIC
MT-2026-1449,,STEKER BROCO,PCS,24000,
MT-2026-1450,,SPRAY GUN MEIJI T. BAWAH,SET,285000,KARYA WARGI
MT-2026-1451,,COUPLER SF20,SET,48000,
MT-2026-1452,,COUPLER PF20,PCS,12000,
MT-2026-1453,,RECOIL HOSE 5X8 12M YELLOW TEKIRO,ROLL,150000,
MT-2026-1454,,ROOFING 12X75,BOX,152500,PANJI RIMBA TEKNIK
MT-2026-1455,,ROOFING 12X25,BOX,118000,
MT-2026-1456,,AS DRAT FULL DRAT M10 GALVANIS,BATANG,17500,
MT-2026-1457,,NUT M10 GALVANIS,PCS,490,
MT-2026-1458,,BOLT NUT M10x50 GALVANIS,PCS,1625,
MT-2026-1459,,PLAT BORDESH 4x8x3mm,LEMBAR,1576200,PT KARYA BENTENG BARU SEMESTA
MT-2026-1460,,SIKU 50x50x6mtr,BATANG,255300,
MT-2026-1461,,SIKU 60x60x6mtr,BATANG,399600,
MT-2026-1462,,UNP 150x50x6mtr,BATANG,1476300,
MT-2026-1463,,"PIPA 1�"" x 2,4mm/2,6mm",BATANG,199800,
MT-2026-1464,,"PIPA 1"" x 2,4mm/2,6mm",BATANG,183150,
MT-2026-1465,,PLAT STRIP 100x6,BATANG,377400,
MT-2026-1466,,"CNP 150x3,2x6mtr",BATANG,510600,
MT-2026-1467,,PLAT BORDESH 4x8x4mm,LEMBAR,2075700,
MT-2026-1468,,SEIV FINISH BLUE 480,PAIL,1290000,DUNIA BARU
MT-2026-1469,,BARICADE H/K,ROLL,50000,
MT-2026-1470,,"KUAS 2"" ETERNA",PCS,11000,
MT-2026-1471,,SEALENT PUTIH,PCS,26000,
MT-2026-1472,,"REFIL ROLL PINEHILL 4""",PACK,50000,
MT-2026-1473,,KAPAS PEMBALUT LUKA 250gr,ROLL,18038,APOTIK KIMIA FARMA PCI
MT-2026-1474,,KASA HYDROFIL STERIL 16x16,PACK,14222,
MT-2026-1475,,MEDIKA ALKOHOL 70%,BOTOL,5235,
MT-2026-1476,,BETADINE SOLUTION 60ml,BOTOL,51025,
MT-2026-1477,,NEXCARE MICROPORE 1x10,ROLL,28637,
MT-2026-1478,,"HANSAPLAST ROLL 2,5x4,5 HOSPITA",ROLL,23984,
MT-2026-1479,,BODREX MIGRA,PACK,9975,
MT-2026-1480,,DIAPET,PACK,5747,
MT-2026-1481,,BONDREX,PACK,8076,
MT-2026-1482,,"CNP 150x3,2x6mtr",BATANG,516150,PT KARYA BENTENG BARU SEMESTA
MT-2026-1483,,CLAMP SCAFOLDING HIDUP,PCS,12000,SUMBER BUANA MANDIRI
MT-2026-1484,,CLAMP SCAFOLDING MATI,PCS,12000,
MT-2026-1485,,CLAMP BEAM MATI,PCS,37000,
MT-2026-1486,,CLAMP BEAM HIDUP,PCS,37000,
MT-2026-1487,,HOLO BESI 40x20x1.2mm,BATANG,92000,MAHES JAYA STEEL
MT-2026-1488,,POT KEMBANG,PCS,14500,MAHES JAYA STEEL
MT-2026-1489,,"HOLO 50x50x2,3mm",BATANG,294150,PT KARYA BENTENG BARU SEMESTA
MT-2026-1490,,"HOLO 40x20x2,3mm",BATANG,138750,PT KARYA BENTENG BARU SEMESTA
MT-2026-1491,,"PLAT BORDESH 3MM (2,7MM FULL)",LEMBAR,1729500,MEGA BAJA SERANG
MT-2026-1492,,UNP 80X45X6M,BATANG,370000,PT KARYA BENTENG BARU SEMESTA
MT-2026-1493,,"PIPA PVC RUCIKA 6"" AW PUTIH",BATANG,825000,MUTIARA INDAH
MT-2026-1494,,UNP 80x45x6m,BATANG,380000,MUTIARA INDAH
MT-2026-1495,,SEMEN JAKARTA,SAK,48000,MUTIARA INDAH
MT-2026-1496,,BATA MERAH,PCS,550,MUTIARA INDAH
MT-2026-1497,,PALU BODAM 1kg,PCS,85000,TOKO BERKAT II
MT-2026-1498,,SELANG TIMBANG TUKANG,M,5000,TOKO BERKAT II
MT-2026-1499,,SENDOK SEMEN,PCS,15000,TOKO BERKAT II
MT-2026-1500,,BENANG TUKANG,ROLL,5000,TOKO BERKAT II
MT-2026-1501,,WATERPAS TJAPMATA 50cm,PCS,95000,TOKO BERKAT II
MT-2026-1502,,KAWAT BENDRAT,KG,20000,TOKO BERKAT II
MT-2026-1503,,HEBEL 10cm,M3,575000,TOKO BERKAT II
MT-2026-1504,,PASIR,MOBIL,300000,TOKO BERKAT II
MT-2026-1505,,SEMEN GERSIK,SAK,60000,TOKO BERKAT II
MT-2026-1506,,BESI 10,BATANG,77000,TOKO BERKAT II
MT-2026-1507,,BESI 6,BATANG,45000,TOKO BERKAT II
MT-2026-1508,,TRIPLEK 8mm,LEMBAR,100000,TOKO BERKAT II
MT-2026-1509,,KASO 4X6,BATANG,20000,TOKO BERKAT II
MT-2026-1510,,"HOLO PLAFON 4X2 0,25mm",BATANG,17000,INDOMEGA
MT-2026-1511,,PLAFON PVC PUTIH POLOS 6000x200,LEMBAR,66000,INDOMEGA
MT-2026-1512,,PLAFON PVC PUTIH POLOS 4000x200,LEMBAR,44000,INDOMEGA
MT-2026-1513,,SIKU LUAR PVC PUTIH POLOS,BATANG,46000,INDOMEGA
MT-2026-1514,,LIST SAMBUNG PVC PUTIH POLOS,BATANG,28000,INDOMEGA
MT-2026-1515,,WF 150x75x6000,BATANG,1221000,PT KARYA BENTENG BARU SEMESTA
MT-2026-1516,,PLAT CS HITAM 4'x8'x10mm,LEMBAR,3163500,PT KARYA BENTENG BARU SEMESTA
MT-2026-1517,,UNP 100x50x6000,BATANG,499500,PT KARYA BENTENG BARU SEMESTA
MT-2026-1518,,KANSAI PRIMER ZINCROMATE DARK GREY,PAIL,1790000,DUNIA BARU
MT-2026-1519,,KANSAI FINISH BLACK DOFF,PAIL,1680000,DUNIA BARU
MT-2026-1520,,THINNER KW 1,JRG,380000,DUNIA BARU
MT-2026-1521,,ISI ROLL 4 INCH,BOX,65000,DUNIA BARU
MT-2026-1522,,BOLT NUT M16X40,PCS,3050,PANJI RIMBA TEKNIK
MT-2026-1523,,INVOICE BULAN NOVEMBER 2023,LEMBAR,8730500,NIRFAN RENTAL TEKNIK
MT-2026-1524,,POLYNET SAFETY JARING PROYEK,ROLL,552000,POLYNET KF
MT-2026-1525,,GRC 10MM,LEMBAR,215000,MUTIARA INDAH
MT-2026-1526,,"CNP 0,75",BATANG,90000,MUTIARA INDAH
MT-2026-1527,,SKRUP GRC,BOX,220000,MUTIARA INDAH
MT-2026-1528,,COMPOUND,SAK,65000,MUTIARA INDAH
MT-2026-1529,,PAKU BETON 5,KG,45000,MUTIARA INDAH
MT-2026-1530,,PAKU BETON 7,KG,45000,MUTIARA INDAH
MT-2026-1531,,"HOLO BESI 4X4X1,2mm",BATANG,110000,MUTIARA INDAH
MT-2026-1532,,ALDERON TRIMDECK SINGLE LAYER GREY/WHITE,LEMBAR,428000,MUTIARA INDAH
MT-2026-1533,,KOP KACA KAKI 3,UNIT,220000,MUTIARA INDAH
MT-2026-1534,,SILICON HITAM,BTL,36000,MUTIARA INDAH
MT-2026-1535,,BARICADE HITAM KUNING,ROLL,50000,MUTIARA INDAH
MT-2026-1536,,WATERPAS,UNIT,18000,MUTIARA INDAH
MT-2026-1537,,HOLO 40X60X2MM,BATANG,285270,PT KARYA BENTENG BARU SEMESTA
MT-2026-1538,,"HOLO BESI 40x40x1,2mm",BATANG,132000,MAHES JAYA STEEL
MT-2026-1539,,ALDERON TRIMDECK SINGLE LAYER GREY/WHITE,LEMBAR,426000,MUTIARA INDAH
MT-2026-1540,,"PIPA PVC 2"" AW RUCIKA",BATANG,110000,MUTIARA INDAH
MT-2026-1541,,JOTUN GARDEX PREMIUM GLOSS PLATINUM GREY,GALON,572000,MUTIARA INDAH
MT-2026-1542,,NIPPON PAINT EPOXYGUARD COATING,LITER,180000,MUTIARA INDAH
MT-2026-1543,,SKROP,DUMP,750000,MATERIAL ALAM
MT-2026-1544,,ABU BATU,DUMP,1100000,MATERIAL ALAM
MT-2026-1545,,BASE COURSE GRADE A,DUMP,1100000,MATERIAL ALAM
MT-2026-1546,,SEWA MOBIL VIBRO,SHIFT,3500000,MATERIAL ALAM
MT-2026-1547,,BENSIN STAMPER KODOK,LOT,50000,MATERIAL ALAM
MT-2026-1548,,UK : 6M,0.0,0,MUTIARA INDAH
MT-2026-1549,,BAK CAT,PCS,8000,MUTIARA INDAH
MT-2026-1550,,GUN SEALENT,PCS,25000,MUTIARA INDAH
MT-2026-1551,,ROLL EPOXY CAT,PCS,50000,MUTIARA INDAH
MT-2026-1552,,ISI ROLL EPOXY CAT,PCS,28000,MUTIARA INDAH
MT-2026-1553,,SEALENT PUTIH BOTOL,PCS,26000,MUTIARA INDAH
MT-2026-1554,,LAKBAN BENING,PCS,13500,MUTIARA INDAH
MT-2026-1555,,"KUAS 4""",PCS,15000,MUTIARA INDAH
MT-2026-1556,,ALDERON TRIMDECK SINGLE LAYER WHITE,LEMBAR,414000,BINTANG BAJA MAKMUR
MT-2026-1557,,ROOFING 12x50,BOX,170250,PANJI RIMBA TEKNIK
MT-2026-1558,,SILICON PUTIH,BOTOL,28000,PANJI RIMBA TEKNIK
MT-2026-1559,,SEMEN,SAK,43000,PD. KALIGUJI REJO
MT-2026-1560,,TRIPLEK 8MM,LEMBAR,95000,PD. KALIGUJI REJO
MT-2026-1561,,BESI 10,BATANG,64000,PD. KALIGUJI REJO
MT-2026-1562,,BESI 6,BATANG,30000,PD. KALIGUJI REJO
MT-2026-1563,,KASO ALBA,IKET,80000,PD. KALIGUJI REJO
MT-2026-1564,,KAWAT BENDRAT,KG,20000,PD. KALIGUJI REJO
MT-2026-1565,,BENANG,ROLL,12000,PD. KALIGUJI REJO
MT-2026-1566,,"PIPA RUCIKA 4"" D",BATANG,300000,PD. KALIGUJI REJO
MT-2026-1567,,"ELBOW 4"" D",PCS,60000,PD. KALIGUJI REJO
MT-2026-1568,,PAVING BLOCK 20x10x6 K-250,M2,60000,KALIGUJI PAVING
MT-2026-1569,,KANSTIN 40x20x10 K-250,PCS,15000,KALIGUJI PAVING
MT-2026-1570,,SEALENT SILICON HITAM,PCS,26000,MUTIARA INDAH
MT-2026-1571,,BUSA ATI 5MM 240X220,LEMBAR,110000,MUTIARA INDAH
MT-2026-1572,,PAVING BLOCK 20x10x6 K-250,M2,60000,PD. KALIGUJI REJO
MT-2026-1573,,KANSTIN 40x20x10 K-250,PCS,12000,PD. KALIGUJI REJO
MT-2026-1574,,ASIBA 2 MTR,PCS,30000,SEWA SCAFOLDING
MT-2026-1575,,ASIBA 3 MTR,PCS,45000,SEWA SCAFOLDING
MT-2026-1576,,"PIPA SCAFFOLDING 4 MTR X 1,5 """,BATANG,32000,SEWA SCAFOLDING
MT-2026-1577,,"PIPA SCAFFOLDING 2 MTR X 1,5""",BATANG,16000,SEWA SCAFOLDING
MT-2026-1578,,"PIPA SCAFFOLDING 1,5 MTR X 1,5""",BATANG,16000,SEWA SCAFOLDING
MT-2026-1579,,UNP 80x45x6mtr,BATANG,399600,PT KARYA BENTENG BARU SEMESTA
MT-2026-1580,,ASIBA 3 MTR,UNIT,204000,SCAFOLDING SECOND
MT-2026-1581,,"PIPA SCAFFOLDING 4 MTR X 1,5 """,BATANG,272000,SCAFOLDING SECOND
MT-2026-1582,,"PIPA SCAFFOLDING 2 MTR X 1,5""",BATANG,136000,SCAFOLDING SECOND
MT-2026-1583,,INVOICE BULAN DESEMBER 2023,LEMBAR,1530500,NIRFAN RENTAL TEKNIK
MT-2026-1584,,GYPSUM JAYABOARD,LEMBAR,65000,MEGA BAJA CILEGON
MT-2026-1585,,"CNP BAJA RINGAN 0,75 SNI BIRU",BATANG,98000,MEGA BAJA CILEGON
MT-2026-1586,,"HOLO 40x40x0,35",BATANG,31000,MEGA BAJA CILEGON
MT-2026-1587,,COMPOUND APLUS,SAK,70000,TOKO BERKAT II
MT-2026-1588,,BENANG TUKANG,ROLL,10000,TOKO BERKAT II
MT-2026-1589,,KASA SAMBUNGAN,ROLL,17500,TOKO BERKAT II
MT-2026-1590,,"PAKU RIPET 4,8",PACK,135000,TOKO BERKAT II
MT-2026-1591,,KAWAT SCAFOLDING,KG,20000,TOKO BERKAT II
MT-2026-1592,,"PLAT BORDES SPEK IMPOR 3,7 FULL",LEMBAR,2330000,BAJA BALARAJA
MT-2026-1593,,KERAMIK MULIA CELESTE DARK GREY,DUS,63500,MEGAH HOME
MT-2026-1594,,"TALI PE 0,5mm",IKAT,20000,MUTIARA INDAH
MT-2026-1595,,PAKU 7,KG,20000,MUTIARA INDAH
MT-2026-1596,,PALU 1/2 LB,PCS,51000,MUTIARA INDAH
MT-2026-1597,,PALU 3 LB,PCS,125000,MUTIARA INDAH
MT-2026-1598,,PACUL + GAGANG,SET,75000,MUTIARA INDAH
MT-2026-1599,,BLENCONG,PCS,79000,MUTIARA INDAH
MT-2026-1600,,TRIPLEK 8mm,LEMBAR,110000,MUTIARA INDAH
MT-2026-1601,,"METERAN 7,5m",PCS,54000,MUTIARA INDAH
MT-2026-1602,,"SELANG AIR ELASTIS DOP 1/2"" (50m)",ROLL,425000,MUTIARA INDAH
MT-2026-1603,,GENTONG AIR PVC CAP 200 L,PCS,385000,MUTIARA INDAH
MT-2026-1604,,PENGKI TUKANG,PCS,12000,MUTIARA INDAH
MT-2026-1605,,EMBER COR TUKANG,PCS,9000,MUTIARA INDAH
MT-2026-1606,,KAWAT BENDRAT,KG,20000,MUTIARA INDAH
MT-2026-1607,,SEMEN JAKARTA,SAK,42000,MUTIARA INDAH
MT-2026-1608,,HEBEL 10CM,KUBIK,540000,MUTIARA INDAH
MT-2026-1609,,PEREKAT HEBEL APLUS,SAK,72000,MUTIARA INDAH
MT-2026-1610,,PASIR LINGKAR,DUMP,1000000,MATERIAL ALAM
MT-2026-1611,,BATU BELAH,DUMP,1100000,MATERIAL ALAM
MT-2026-1612,,BESI 10 POLOS,BATANG,78000,SEMESTA GEMILANG CILEGON
MT-2026-1613,,BESI 6 POLOS,BATANG,28000,SEMESTA GEMILANG CILEGON
MT-2026-1614,,SKROP,DUMP,750000,PUTRA TERATE MANDIRI
MT-2026-1615,,EXA (2 HARI INCLUDE MOB DEMOB),LOT,7000000,PUTRA TERATE MANDIRI
MT-2026-1616,,SEIV PRIMER GREY 6600,PAIL,995000,DUNIA BARU
MT-2026-1617,,SEIV FINISH BLUE PEACOK 480,PAIL,1280000,DUNIA BARU
MT-2026-1618,,"MATA ROLL KECIL 4""",BOX,60000,MUTIARA INDAH
MT-2026-1619,,TANGKAI ROLL KECIL,BATANG,15000,MUTIARA INDAH
MT-2026-1620,,"KUAS 2"" 3""",PCS,14000,MUTIARA INDAH
MT-2026-1621,,TERPAL 5x5,M2,14000,MUTIARA INDAH
MT-2026-1622,,BASE COURSE A,DUMP,1100000,PUTRA TERATE MANDIRI
MT-2026-1623,,"SKRUP GYPSUM 6X11/4""",BOX,50000,MITRA KUSUMA JAYA
MT-2026-1624,,PAKU BETON 3,BOX,50000,MITRA KUSUMA JAYA
MT-2026-1625,,CUTTER L - 500,PCS,25000,MITRA KUSUMA JAYA
MT-2026-1626,,TANG RIVET,PCS,45000,MITRA KUSUMA JAYA
MT-2026-1627,,"KAPE 9""",PCS,20000,MITRA KUSUMA JAYA
MT-2026-1628,,"KAPE 7""",PCS,16000,MITRA KUSUMA JAYA
MT-2026-1629,,AMPLAS ROLL GRIT 180,M,16000,MITRA KUSUMA JAYA
